"                   Perusahaan
Tanggal";LQ45;ADROJK;ANTM;ASII;BBCA;BBNI;BBRI;BBTN;BMRI;CPINJK;EXCLJK;ICBPJK;INCOJK;INDFJK;INKPJK;INTPJK;ITMGJK;KLBFJK;MEDCJK;MDKAJK;PGASJK;PTBAJK;SMGRJK;TBIGJK;TLKMJK;TOWRJK;TPIAJK;UNTRJK;UNVRJK
18/02/2022;979,96;2.240,00;2.090,00;5.600,00;7.925,00;3.987,50;4.430,00;1.594,68;3.925,00;5.825,00;2.950,00;8.525,00;4.900,00;6.375,00;7.925,00;10.925,00;23.100,00;1.600,00;570,00;3.756,06;1.460,00;2.930,00;7.329,61;2.900,00;4.400,00;1.055,00;2.375,00;23.925,00;3.850,00
21/02/2022;979,78;2.220,00;2.170,00;5.575,00;7.950,00;3.950,00;4.490,00;1.603,57;3.925,00;5.750,00;2.880,00;8.500,00;4.900,00;6.275,00;7.875,00;11.200,00;23.150,00;1.590,00;555,00;3.717,04;1.450,00;2.940,00;7.254,82;2.910,00;4.370,00;1.045,00;2.350,00;23.500,00;3.850,00
22/02/2022;973,74;2.230,00;2.180,00;5.575,00;7.900,00;3.875,00;4.430,00;1.554,71;3.937,50;6.000,00;2.860,00;8.525,00;4.960,00;6.400,00;7.850,00;11.150,00;23.200,00;1.620,00;570,00;3.687,77;1.405,00;2.940,00;7.229,88;2.850,00;4.300,00;1.030,00;2.318,75;23.475,00;3.810,00
23/02/2022;985,08;2.320,00;2.200,00;5.650,00;8.050,00;3.962,50;4.480,00;1.568,03;3.937,50;6.000,00;2.880,00;8.700,00;4.940,00;6.400,00;8.250,00;11.000,00;23.975,00;1.650,00;560,00;3.756,06;1.405,00;3.010,00;7.180,02;2.900,00;4.350,00;1.035,00;2.325,00;24.000,00;3.820,00
24/02/2022;973,65;2.480,00;2.220,00;5.700,00;8.000,00;3.912,50;4.390,00;1.545,82;3.850,00;5.825,00;2.770,00;8.525,00;5.100,00;6.325,00;7.975,00;10.475,00;26.975,00;1.630,00;635,00;3.746,31;1.440,00;3.170,00;6.880,86;2.920,00;4.240,00;1.015,00;2.231,25;25.200,00;3.690,00
25/02/2022;985,54;2.450,00;2.220,00;5.800,00;8.050,00;4.000,00;4.550,00;1.576,92;3.850,00;5.800,00;2.860,00;8.500,00;5.400,00;6.200,00;8.075,00;10.950,00;26.675,00;1.645,00;600,00;3.775,58;1.440,00;3.140,00;7.180,02;2.940,00;4.340,00;1.035,00;2.256,25;24.900,00;3.680,00
01/03/2022;987,65;2.580,00;2.260,00;5.700,00;8.050,00;3.962,50;4.630,00;1.545,82;3.825,00;5.725,00;2.880,00;8.250,00;5.250,00;6.175,00;7.850,00;10.525,00;27.650,00;1.580,00;610,00;3.717,04;1.475,00;3.190,00;7.080,30;2.940,00;4.350,00;1.020,00;2.325,00;24.850,00;3.680,00
02/03/2022;978,16;2.610,00;2.290,00;5.525,00;7.975,00;3.887,50;4.560,00;1.523,61;3.812,50;5.700,00;2.770,00;7.925,00;5.250,00;6.200,00;7.750,00;10.200,00;28.125,00;1.600,00;655,00;3.804,84;1.475,00;3.250,00;6.706,34;2.920,00;4.290,00;1.015,00;2.268,75;25.525,00;3.660,00
04/03/2022;994,05;3.040,00;2.450,00;5.625,00;7.900,00;3.950,00;4.670,00;1.496,96;3.825,00;5.700,00;2.740,00;7.825,00;5.400,00;6.075,00;7.675,00;10.200,00;29.225,00;1.640,00;655,00;4.136,55;1.565,00;3.540,00;6.606,62;2.930,00;4.400,00;1.020,00;2.237,50;27.075,00;3.520,00
07/03/2022;988,91;3.240,00;2.820,00;5.800,00;7.700,00;3.862,50;4.520,00;1.470,31;3.775,00;5.500,00;2.640,00;7.400,00;6.100,00;5.725,00;8.450,00;10.200,00;30.075,00;1.605,00;690,00;4.253,62;1.595,00;3.620,00;6.282,52;2.870,00;4.510,00;1.025,00;2.137,50;27.350,00;3.430,00
08/03/2022;986,54;3.120,00;2.840,00;6.250,00;7.650,00;3.800,00;4.430,00;1.470,31;3.775,00;5.400,00;2.590,00;7.600,00;6.400,00;5.925,00;8.025,00;10.000,00;28.300,00;1.590,00;645,00;4.585,33;1.525,00;3.480,00;6.357,31;2.910,00;4.620,00;1.025,00;2.075,00;25.700,00;3.360,00
09/03/2022;993,38;3.080,00;2.650,00;6.300,00;7.850,00;3.887,50;4.570,00;1.510,29;3.812,50;5.525,00;2.660,00;7.625,00;6.050,00;5.950,00;8.125,00;10.050,00;27.800,00;1.585,00;650,00;4.487,77;1.545,00;3.540,00;6.407,17;3.000,00;4.440,00;1.030,00;2.131,25;26.400,00;3.400,00
10/03/2022;997,14;2.980,00;2.570,00;6.250,00;7.925,00;3.887,50;4.570,00;1.514,73;3.837,50;5.725,00;2.680,00;7.750,00;6.225,00;6.075,00;8.200,00;10.700,00;27.150,00;1.605,00;635,00;4.282,89;1.440,00;3.470,00;6.930,72;2.910,00;4.410,00;1.045,00;2.200,00;25.950,00;3.430,00
11/03/2022;997,70;3.000,00;2.520,00;6.275,00;7.950,00;3.975,00;4.400,00;1.528,05;3.825,00;5.775,00;2.790,00;7.550,00;6.125,00;6.050,00;8.225,00;10.675,00;27.050,00;1.615,00;635,00;4.243,87;1.405,00;3.480,00;6.830,99;2.900,00;4.590,00;1.040,00;2.206,25;26.700,00;3.370,00
14/03/2022;1.003,80;2.790,00;2.400,00;6.375,00;8.075,00;4.050,00;4.520,00;1.501,40;3.875,00;5.850,00;2.740,00;7.525,00;5.700,00;6.100,00;8.225,00;10.675,00;26.025,00;1.630,00;595,00;4.195,08;1.430,00;3.310,00;6.756,20;2.900,00;4.580,00;1.045,00;2.237,50;24.850,00;3.380,00
15/03/2022;1.001,28;2.710,00;2.370,00;6.300,00;8.150,00;4.037,50;4.610,00;1.519,17;3.887,50;5.675,00;2.640,00;7.425,00;5.600,00;6.050,00;7.825,00;10.650,00;25.825,00;1.620,00;555,00;4.126,79;1.385,00;3.300,00;6.606,62;2.840,00;4.620,00;1.005,00;2.262,50;24.475,00;3.280,00
16/03/2022;1.013,61;2.820,00;2.390,00;6.400,00;8.200,00;4.175,00;4.650,00;1.554,71;3.975,00;5.800,00;2.700,00;7.625,00;5.600,00;6.150,00;7.800,00;10.675,00;26.975,00;1.620,00;580,00;4.117,04;1.395,00;3.380,00;6.656,48;2.880,00;4.630,00;1.025,00;2.387,50;25.000,00;3.450,00
17/03/2022;1.005,82;2.740,00;2.350,00;6.425,00;8.000,00;4.112,50;4.650,00;1.545,82;3.975,00;5.775,00;2.640,00;7.575,00;5.575,00;6.125,00;7.875,00;10.800,00;26.300,00;1.610,00;590,00;4.263,38;1.390,00;3.320,00;6.731,27;2.890,00;4.480,00;1.045,00;2.343,75;25.250,00;3.420,00
18/03/2022;1.003,77;2.720,00;2.390,00;6.400,00;7.900,00;4.150,00;4.580,00;1.541,38;3.962,50;5.875,00;2.650,00;7.575,00;5.800,00;6.025,00;8.000,00;10.975,00;26.975,00;1.630,00;600,00;4.195,08;1.380,00;3.190,00;6.631,55;2.870,00;4.540,00;1.025,00;2.368,75;25.425,00;3.360,00
21/03/2022;1.003,76;2.720,00;2.360,00;6.600,00;7.900,00;4.037,50;4.590,00;1.510,29;3.825,00;5.750,00;2.690,00;7.450,00;5.750,00;5.975,00;7.925,00;10.625,00;26.650,00;1.650,00;605,00;4.234,11;1.365,00;3.220,00;6.556,76;2.910,00;4.550,00;1.030,00;2.393,75;25.350,00;3.460,00
22/03/2022;1.011,75;2.800,00;2.550,00;6.575,00;7.925,00;4.012,50;4.640,00;1.514,73;3.837,50;5.775,00;2.720,00;7.475,00;6.150,00;6.025,00;8.000,00;10.850,00;27.350,00;1.655,00;610,00;4.419,47;1.380,00;3.300,00;6.631,55;2.900,00;4.550,00;1.035,00;2.381,25;25.550,00;3.490,00
23/03/2022;1.011,68;2.800,00;2.500,00;6.475,00;7.900,00;4.037,50;4.650,00;1.501,40;3.887,50;5.675,00;2.700,00;7.500,00;6.400,00;5.975,00;8.075,00;10.900,00;28.050,00;1.660,00;600,00;4.429,23;1.425,00;3.330,00;6.556,76;2.900,00;4.550,00;1.035,00;2.393,75;25.725,00;3.410,00
24/03/2022;1.026,19;2.880,00;2.640,00;6.575,00;7.925,00;4.112,50;4.730,00;1.554,71;3.962,50;5.750,00;2.760,00;7.550,00;6.775,00;5.950,00;8.075,00;10.975,00;27.800,00;1.690,00;610,00;4.634,11;1.430,00;3.350,00;6.556,76;2.960,00;4.560,00;1.075,00;2.387,50;26.600,00;3.380,00
25/03/2022;1.017,67;2.820,00;2.660,00;6.400,00;7.950,00;4.112,50;4.710,00;1.541,38;3.925,00;5.625,00;2.760,00;7.250,00;6.850,00;5.775,00;7.975,00;10.975,00;28.525,00;1.670,00;580,00;4.634,11;1.415,00;3.320,00;6.481,97;2.850,00;4.520,00;1.075,00;2.375,00;26.325,00;3.400,00
28/03/2022;1.026,84;2.860,00;2.630,00;6.700,00;7.900,00;4.250,00;4.730,00;1.554,71;3.937,50;5.700,00;2.790,00;7.275,00;6.750,00;5.800,00;8.025,00;10.875,00;29.350,00;1.630,00;590,00;4.614,59;1.415,00;3.430,00;6.756,20;2.900,00;4.600,00;1.065,00;2.425,00;26.600,00;3.460,00
29/03/2022;1.019,08;2.770,00;2.530,00;6.550,00;7.850,00;4.187,50;4.690,00;1.559,15;3.962,50;5.650,00;2.760,00;7.300,00;6.725,00;5.825,00;7.925,00;10.750,00;28.975,00;1.630,00;565,00;4.468,25;1.405,00;3.370,00;6.656,48;2.870,00;4.560,00;1.065,00;2.481,25;26.025,00;3.480,00
30/03/2022;1.024,22;2.680,00;2.510,00;6.650,00;7.875,00;4.200,00;4.710,00;1.532,50;3.937,50;5.675,00;2.710,00;7.375,00;6.725,00;5.925,00;7.850,00;10.925,00;28.325,00;1.660,00;560,00;4.409,72;1.395,00;3.280,00;6.731,27;2.880,00;4.580,00;1.065,00;2.500,00;25.875,00;3.720,00
31/03/2022;1.022,99;2.690,00;2.440,00;6.575,00;7.975,00;4.125,00;4.660,00;1.523,61;3.950,00;5.650,00;2.650,00;7.350,00;6.700,00;5.950,00;7.900,00;10.775,00;28.550,00;1.610,00;555,00;4.419,47;1.405,00;3.290,00;6.631,55;2.870,00;4.580,00;1.070,00;2.525,00;25.550,00;3.660,00
01/04/2022;1.027,52;2.810,00;2.510,00;6.700,00;7.925,00;4.100,00;4.730,00;1.514,73;3.937,50;5.675,00;2.610,00;7.525,00;6.900,00;6.050,00;7.975,00;10.725,00;28.825,00;1.615,00;550,00;4.478,01;1.390,00;3.330,00;6.756,20;2.920,00;4.580,00;1.040,00;2.537,50;25.925,00;3.620,00
04/04/2022;1.033,50;2.810,00;2.640,00;6.825,00;7.900,00;4.212,50;4.700,00;1.523,61;3.912,50;5.725,00;2.680,00;7.550,00;6.975,00;6.100,00;7.950,00;10.875,00;26.825,00;1.685,00;555,00;4.751,18;1.405,00;3.360,00;6.830,99;2.880,00;4.540,00;1.050,00;2.568,75;26.775,00;3.570,00
05/04/2022;1.038,85;3.000,00;2.670,00;6.900,00;7.900,00;4.187,50;4.700,00;1.514,73;3.912,50;5.650,00;2.700,00;7.575,00;6.950,00;6.100,00;8.100,00;10.850,00;26.225,00;1.610,00;565,00;4.858,49;1.405,00;3.480,00;6.806,06;2.940,00;4.520,00;1.045,00;2.618,75;27.200,00;3.680,00
06/04/2022;1.030,12;3.070,00;2.650,00;7.000,00;7.750,00;4.075,00;4.600,00;1.496,96;3.837,50;5.575,00;2.700,00;7.400,00;6.825,00;6.100,00;8.000,00;10.500,00;27.625,00;1.595,00;555,00;4.902,40;1.385,00;3.490,00;6.681,41;2.930,00;4.430,00;1.020,00;2.637,50;27.450,00;3.600,00
07/04/2022;1.031,96;3.050,00;2.760,00;6.900,00;7.750,00;4.150,00;4.630,00;1.470,31;3.850,00;5.550,00;2.660,00;7.575,00;7.175,00;6.100,00;7.875,00;10.450,00;27.200,00;1.580,00;550,00;4.951,18;1.390,00;3.500,00;6.581,69;2.940,00;4.540,00;1.030,00;2.650,00;27.150,00;3.570,00
08/04/2022;1.043,82;3.160,00;2.800,00;7.000,00;7.850,00;4.212,50;4.610,00;1.461,42;3.850,00;5.500,00;2.690,00;7.450,00;7.575,00;6.125,00;7.925,00;10.450,00;27.475,00;1.580,00;560,00;5.390,20;1.395,00;3.600,00;6.656,48;2.970,00;4.580,00;1.040,00;2.687,50;28.600,00;3.540,00
11/04/2022;1.029,27;3.140,00;2.630,00;6.850,00;7.725,00;4.200,00;4.570,00;1.439,21;3.837,50;5.400,00;2.580,00;7.525,00;7.300,00;6.075,00;7.775,00;10.125,00;27.475,00;1.585,00;530,00;5.073,13;1.355,00;3.550,00;6.332,38;2.900,00;4.590,00;1.010,00;2.762,50;28.450,00;3.460,00
12/04/2022;1.036,85;3.140,00;2.670,00;6.950,00;7.800,00;4.212,50;4.610,00;1.448,10;3.850,00;5.325,00;2.570,00;7.400,00;7.550,00;6.150,00;7.800,00;10.225,00;26.625,00;1.585,00;515,00;5.365,81;1.325,00;3.510,00;6.282,52;2.940,00;4.630,00;1.010,00;2.693,75;27.950,00;3.520,00
13/04/2022;1.044,75;3.350,00;2.790,00;6.975,00;7.800,00;4.225,00;4.610,00;1.452,54;3.862,50;5.225,00;2.720,00;7.325,00;7.425,00;6.200,00;7.700,00;10.175,00;28.175,00;1.595,00;520,00;5.390,20;1.360,00;3.760,00;6.182,80;3.120,00;4.690,00;1.035,00;2.650,00;29.275,00;3.440,00
14/04/2022;1.035,67;3.310,00;2.780,00;6.875,00;7.700,00;4.200,00;4.540,00;1.439,21;3.837,50;4.990,00;2.710,00;7.175,00;7.975,00;6.125,00;7.625,00;10.050,00;28.300,00;1.585,00;525,00;5.250,00;1.355,00;3.770,00;6.008,28;3.090,00;4.680,00;1.010,00;2.562,50;29.800,00;3.400,00
18/04/2022;1.040,97;3.290,00;2.900,00;7.000,00;7.700,00;4.212,50;4.550,00;1.430,33;3.812,50;5.000,00;2.940,00;7.100,00;8.300,00;6.125,00;7.600,00;10.025,00;27.700,00;1.600,00;565,00;5.700,00;1.345,00;3.760,00;6.132,94;3.090,00;4.710,00;1.010,00;2.500,00;30.000,00;3.390,00
19/04/2022;1.037,14;3.270,00;2.850,00;6.900,00;7.625,00;4.200,00;4.570,00;1.448,10;3.787,50;5.150,00;2.950,00;7.175,00;8.675,00;6.200,00;7.600,00;10.275,00;27.125,00;1.575,00;570,00;5.425,00;1.400,00;3.750,00;6.033,21;3.060,00;4.680,00;1.015,00;2.606,25;29.600,00;3.350,00
20/04/2022;1.053,68;3.230,00;2.820,00;6.900,00;7.650,00;4.487,50;4.850,00;1.479,19;3.925,00;5.025,00;3.180,00;7.325,00;8.475,00;6.225,00;7.600,00;10.225,00;27.150,00;1.560,00;570,00;5.700,00;1.390,00;3.700,00;5.933,49;3.050,00;4.630,00;1.045,00;2.600,00;28.350,00;3.470,00
21/04/2022;1.063,73;3.270,00;2.790,00;7.000,00;7.925,00;4.687,50;4.800,00;1.563,59;4.150,00;5.000,00;3.240,00;7.425,00;8.000,00;6.250,00;7.600,00;10.150,00;27.275,00;1.600,00;560,00;5.500,00;1.405,00;3.720,00;6.058,15;3.030,00;4.620,00;1.050,00;2.562,50;28.125,00;3.400,00
22/04/2022;1.056,86;3.210,00;2.740,00;7.050,00;7.875,00;4.675,00;4.750,00;1.576,92;4.137,50;5.000,00;3.160,00;7.300,00;7.950,00;6.300,00;7.550,00;10.150,00;27.275,00;1.575,00;555,00;5.300,00;1.385,00;3.690,00;5.983,35;3.030,00;4.620,00;1.030,00;2.562,50;28.300,00;3.430,00
25/04/2022;1.063,85;3.210,00;2.620,00;7.075,00;8.000,00;4.750,00;4.840,00;1.656,87;4.112,50;4.920,00;3.290,00;7.425,00;7.725,00;6.300,00;7.500,00;10.125,00;26.800,00;1.605,00;540,00;5.200,00;1.350,00;3.700,00;5.958,42;3.080,00;4.710,00;1.030,00;2.550,00;27.625,00;3.690,00
26/04/2022;1.075,11;3.160,00;2.500,00;7.200,00;8.125,00;4.800,00;4.940,00;1.630,22;4.175,00;5.025,00;3.200,00;7.575,00;7.200,00;6.300,00;7.400,00;10.475,00;26.300,00;1.625,00;525,00;5.075,00;1.350,00;3.640,00;6.382,24;3.080,00;4.760,00;1.030,00;2.556,25;28.750,00;3.890,00
27/04/2022;1.074,25;3.170,00;2.560,00;7.125,00;8.200,00;4.725,00;4.850,00;1.630,22;4.112,50;5.050,00;3.180,00;7.600,00;7.175,00;6.350,00;7.425,00;10.425,00;27.100,00;1.615,00;535,00;5.300,00;1.370,00;3.700,00;6.457,04;3.060,00;4.770,00;1.015,00;2.550,00;28.900,00;3.810,00
28/04/2022;1.085,44;3.340,00;2.600,00;7.575,00;8.125,00;4.612,50;4.870,00;1.639,10;4.475,00;5.150,00;3.190,00;7.625,00;7.300,00;6.300,00;7.575,00;10.475,00;28.400,00;1.640,00;550,00;5.300,00;1.450,00;3.820,00;6.382,24;3.010,00;4.620,00;1.010,00;2.512,50;30.275,00;3.890,00
09/05/2022;1.025,95;3.160,00;2.530,00;7.050,00;7.600,00;4.412,50;4.530,00;1.528,05;4.162,50;4.930,00;3.040,00;7.400,00;7.175,00;6.125,00;7.325,00;10.000,00;28.550,00;1.530,00;550,00;4.950,00;1.450,00;3.770,00;6.108,01;3.010,00;4.310,00;970,00;2.506,25;29.225,00;4.010,00
10/05/2022;1.021,08;3.090,00;2.420,00;7.000,00;7.525,00;4.450,00;4.530,00;1.510,29;4.050,00;5.075,00;2.990,00;7.975,00;6.800,00;6.400,00;7.500,00;10.025,00;28.675,00;1.615,00;565,00;4.830,00;1.515,00;3.660,00;6.083,08;2.960,00;4.340,00;965,00;2.493,75;29.625,00;4.380,00
11/05/2022;1.025,44;3.150,00;2.400,00;6.900,00;7.650,00;4.387,50;4.490,00;1.492,52;4.000,00;5.075,00;2.990,00;8.300,00;6.775,00;6.450,00;7.600,00;10.500,00;28.900,00;1.635,00;560,00;4.860,00;1.520,00;3.710,00;6.457,04;3.060,00;4.330,00;1.015,00;2.481,25;30.225,00;4.880,00
12/05/2022;993,35;3.150,00;2.330,00;6.850,00;7.275,00;4.100,00;4.320,00;1.448,10;3.937,50;4.840,00;2.790,00;8.025,00;6.650,00;6.400,00;7.275,00;10.150,00;29.500,00;1.580,00;535,00;4.600,00;1.470,00;3.650,00;6.257,59;2.940,00;4.300,00;975,00;2.468,75;29.300,00;4.690,00
13/05/2022;995,98;3.210,00;2.330,00;7.125,00;7.325,00;4.125,00;4.250,00;1.461,42;3.900,00;5.050,00;2.850,00;8.175,00;6.900,00;6.450,00;7.325,00;9.650,00;31.725,00;1.600,00;545,00;4.380,00;1.495,00;3.800,00;6.282,52;2.970,00;4.260,00;995,00;2.475,00;30.225,00;4.800,00
17/05/2022;1.004,12;3.220,00;2.390,00;7.000,00;7.400,00;4.225,00;4.450,00;1.479,19;3.925,00;4.930,00;2.790,00;7.825,00;7.275,00;6.500,00;7.675,00;9.600,00;33.300,00;1.625,00;565,00;4.480,00;1.560,00;4.100,00;6.332,38;2.880,00;4.180,00;975,00;2.468,75;30.075,00;4.800,00
18/05/2022;1.016,00;3.190,00;2.400,00;7.100,00;7.575,00;4.375,00;4.450,00;1.488,08;3.950,00;4.950,00;2.710,00;8.100,00;7.100,00;6.500,00;7.700,00;9.900,00;32.500,00;1.625,00;565,00;4.750,00;1.575,00;4.000,00;6.457,04;2.900,00;4.250,00;985,00;2.487,50;30.300,00;5.025,00
19/05/2022;1.008,20;3.110,00;2.460,00;7.000,00;7.450,00;4.337,50;4.440,00;1.479,19;3.950,00;4.970,00;2.660,00;7.975,00;7.625,00;6.450,00;7.525,00;9.825,00;31.450,00;1.605,00;560,00;4.980,00;1.555,00;3.950,00;6.207,73;2.840,00;4.210,00;960,00;2.475,00;29.975,00;4.880,00
20/05/2022;1.015,18;3.310,00;2.490,00;7.125,00;7.400,00;4.387,50;4.430,00;1.474,75;4.000,00;5.150,00;2.690,00;8.050,00;7.975,00;6.450,00;7.625,00;9.900,00;33.050,00;1.625,00;560,00;4.860,00;1.575,00;4.050,00;6.332,38;2.770,00;4.170,00;960,00;2.475,00;29.900,00;5.050,00
23/05/2022;1.002,57;3.150,00;2.530,00;6.950,00;7.375,00;4.425,00;4.330,00;1.470,31;3.937,50;4.960,00;2.600,00;7.975,00;7.725,00;6.400,00;7.825,00;10.075,00;32.900,00;1.630,00;555,00;4.840,00;1.555,00;4.100,00;6.481,97;2.790,00;4.110,00;950,00;2.468,75;29.650,00;4.880,00
24/05/2022;1.015,93;3.200,00;2.570,00;7.150,00;7.350,00;4.537,50;4.460,00;1.492,52;3.962,50;4.990,00;2.600,00;8.150,00;7.850,00;6.275,00;7.775,00;10.200,00;33.050,00;1.615,00;565,00;5.275,00;1.695,00;4.400,00;6.681,41;2.780,00;4.150,00;945,00;2.475,00;30.300,00;4.810,00
25/05/2022;1.009,51;3.100,00;2.490,00;7.100,00;7.375,00;4.462,50;4.350,00;1.488,08;3.925,00;4.880,00;2.570,00;8.250,00;7.600,00;6.400,00;7.675,00;10.200,00;33.200,00;1.630,00;575,00;5.100,00;1.775,00;4.390,00;6.506,90;2.790,00;4.200,00;935,00;2.487,50;30.175,00;4.770,00
27/05/2022;1.031,93;3.160,00;2.470,00;7.225,00;7.575,00;4.600,00;4.540,00;1.492,52;4.050,00;4.920,00;2.670,00;8.625,00;7.800,00;6.425,00;7.725,00;10.350,00;32.850,00;1.610,00;585,00;5.275,00;1.780,00;4.420,00;6.681,41;2.760,00;4.300,00;965,00;2.543,75;30.400,00;4.760,00
30/05/2022;1.029,83;3.060,00;2.560,00;7.250,00;7.575,00;4.600,00;4.430,00;1.488,08;4.100,00;5.100,00;2.690,00;8.550,00;8.025,00;6.450,00;8.050,00;10.225,00;32.750,00;1.630,00;590,00;5.175,00;1.780,00;4.430,00;7.155,09;2.780,00;4.250,00;965,00;2.568,75;30.250,00;4.650,00
31/05/2022;1.056,78;3.270,00;2.510,00;7.350,00;7.750,00;4.587,50;4.630,00;1.510,29;4.250,00;5.400,00;2.640,00;8.575,00;8.225,00;6.600,00;8.250,00;9.725,00;35.000,00;1.675,00;585,00;5.450,00;1.800,00;4.530,00;7.279,75;2.950,00;4.310,00;1.000,00;2.556,25;31.300,00;4.730,00
02/06/2022;1.039,90;3.330,00;2.510,00;7.325,00;7.575,00;4.425,00;4.480,00;1.488,08;4.100,00;5.400,00;2.680,00;8.550,00;7.925,00;6.700,00;8.425,00;9.850,00;34.675,00;1.605,00;590,00;5.200,00;1.785,00;4.550,00;7.155,09;2.800,00;4.290,00;980,00;2.575,00;31.625,00;4.790,00
03/06/2022;1.043,54;3.520,00;2.500,00;7.300,00;7.600,00;4.475,00;4.520,00;1.488,08;4.100,00;5.275,00;2.640,00;8.575,00;7.675,00;6.675,00;8.275,00;9.800,00;34.950,00;1.600,00;585,00;5.200,00;1.790,00;4.630,00;7.080,30;2.790,00;4.310,00;975,00;2.537,50;32.600,00;4.720,00
06/06/2022;1.036,38;3.460,00;2.450,00;7.225,00;7.450,00;4.450,00;4.430,00;1.496,96;4.075,00;5.350,00;2.570,00;8.650,00;7.625,00;6.925,00;8.175,00;9.900,00;35.150,00;1.640,00;615,00;5.300,00;1.785,00;4.310,00;7.180,02;2.800,00;4.340,00;985,00;2.518,75;32.175,00;4.770,00
07/06/2022;1.030,84;3.650,00;2.420,00;7.200,00;7.375,00;4.450,00;4.400,00;1.483,63;4.150,00;5.200,00;2.590,00;8.575,00;7.650,00;6.925,00;8.200,00;9.550,00;36.450,00;1.595,00;625,00;5.150,00;1.775,00;4.070,00;7.130,16;2.800,00;4.250,00;975,00;2.500,00;32.825,00;4.730,00
08/06/2022;1.041,61;3.630,00;2.420,00;7.175,00;7.600,00;4.500,00;4.470,00;1.443,66;4.200,00;5.150,00;2.670,00;8.575,00;7.700,00;6.975,00;8.350,00;9.650,00;35.150,00;1.625,00;660,00;5.125,00;1.690,00;4.050,00;7.204,95;2.840,00;4.100,00;965,00;2.500,00;33.050,00;4.890,00
09/06/2022;1.037,18;3.600,00;2.400,00;7.200,00;7.500,00;4.337,50;4.490,00;1.443,66;4.212,50;4.950,00;2.600,00;8.625,00;7.650,00;6.875,00;8.275,00;9.500,00;35.000,00;1.635,00;645,00;5.150,00;1.680,00;4.070,00;6.980,58;2.810,00;4.050,00;940,00;2.500,00;32.400,00;4.820,00
10/06/2022;1.019,24;3.430,00;2.290,00;6.925,00;7.350,00;4.150,00;4.400,00;1.385,91;4.087,50;5.025,00;2.560,00;8.500,00;7.400,00;6.875,00;8.375,00;9.400,00;33.675,00;1.625,00;620,00;4.970,00;1.680,00;3.920,00;6.880,86;2.810,00;4.020,00;920,00;2.487,50;32.200,00;4.750,00
13/06/2022;1.010,14;3.190,00;2.260,00;7.025,00;7.350,00;4.125,00;4.340,00;1.305,95;4.050,00;5.025,00;2.410,00;8.600,00;7.200,00;6.825,00;8.200,00;9.150,00;32.800,00;1.625,00;585,00;4.700,00;1.640,00;3.870,00;6.531,83;2.870,00;4.080,00;895,00;2.437,50;30.675,00;4.690,00
14/06/2022;1.019,53;3.260,00;2.180,00;6.975,00;7.400,00;4.137,50;4.360,00;1.323,72;4.100,00;5.075,00;2.440,00;8.650,00;7.200,00;6.875,00;8.000,00;9.225,00;32.875,00;1.625,00;630,00;4.700,00;1.730,00;3.880,00;6.806,06;2.900,00;4.110,00;890,00;2.387,50;31.550,00;4.740,00
15/06/2022;1.014,12;3.040,00;2.170,00;6.700,00;7.325,00;4.137,50;4.450,00;1.323,72;4.150,00;5.025,00;2.410,00;8.600,00;6.925,00;6.800,00;7.800,00;9.100,00;31.450,00;1.615,00;625,00;4.430,00;1.715,00;3.680,00;6.880,86;2.910,00;4.060,00;880,00;2.450,00;29.750,00;4.800,00
16/06/2022;1.017,89;3.060,00;2.150,00;6.850,00;7.575,00;4.125,00;4.430,00;1.332,60;4.187,50;5.150,00;2.380,00;8.675,00;7.100,00;6.800,00;8.100,00;9.200,00;32.600,00;1.625,00;650,00;4.400,00;1.820,00;3.820,00;6.880,86;2.950,00;4.040,00;915,00;2.406,25;30.000,00;4.800,00
17/06/2022;997,90;2.920,00;2.110,00;6.950,00;7.500,00;4.087,50;4.370,00;1.314,84;4.037,50;5.025,00;2.330,00;8.550,00;6.900,00;6.825,00;7.925,00;9.250,00;31.800,00;1.625,00;650,00;4.100,00;1.800,00;3.730,00;6.806,06;2.920,00;4.120,00;915,00;2.381,25;28.800,00;4.650,00
20/06/2022;1.006,79;2.930,00;2.070,00;6.925,00;7.625,00;4.062,50;4.400,00;1.301,51;4.125,00;5.175,00;2.320,00;8.975,00;6.650,00;6.900,00;7.800,00;9.200,00;31.300,00;1.620,00;670,00;4.550,00;1.775,00;3.730,00;7.080,30;2.950,00;4.040,00;940,00;2.343,75;29.000,00;5.025,00
21/06/2022;1.018,04;3.030,00;2.150,00;6.850,00;7.650,00;4.225,00;4.380,00;1.319,28;4.125,00;5.325,00;2.500,00;9.150,00;7.050,00;6.875,00;7.775,00;9.400,00;32.975,00;1.625,00;675,00;4.600,00;1.770,00;4.030,00;7.130,16;2.940,00;4.110,00;950,00;2.381,25;29.150,00;5.050,00
22/06/2022;1.008,76;3.030,00;2.020,00;6.800,00;7.500,00;4.075,00;4.320,00;1.323,72;4.075,00;5.450,00;2.480,00;9.225,00;6.750,00;6.975,00;7.775,00;9.275,00;32.950,00;1.625,00;655,00;4.490,00;1.765,00;4.120,00;7.130,16;2.850,00;4.050,00;960,00;2.375,00;29.200,00;4.890,00
